UE资产路径,容器原始路径,字节,KB,MB,类别,扩展名
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_14.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_14.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_18.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_18.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_13.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_13.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_53.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_53.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_21.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_21.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_45.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_45.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_41.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_15_vulture_idle/SPR_enemy_15_vulture_idle_41.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_23.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_23.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_32.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_32.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_12.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_12.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_34.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_34.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_41.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_41.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_22.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_22.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_52.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_52.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_20.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_20.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_42.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_42.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_38.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_38.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_59.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_59.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_39.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_39.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_33.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_33.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_35.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_35.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_21.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_21.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_10.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_10.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_15.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_15.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_37.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_37.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_46.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_46.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_28.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_28.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_11.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_11.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_53.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_53.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_55.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_55.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_14.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_14.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_49.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_49.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_30.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_30.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_36.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_36.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_31.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_31.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_51.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_51.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_48.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_48.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_40.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_40.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_16.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_16.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_56.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_56.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_57.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_57.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_58.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_58.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_45.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_45.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_47.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_47.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_43.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_43.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_27.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_27.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_44.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_44.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_13.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_13.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_26.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_26.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_19.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_19.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_50.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_50.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_54.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_54.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_18.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_18.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_17.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_17.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_29.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_29.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_25.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_25.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_24.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_09_macaque_idle/SPR_enemy_09_macaque_idle_24.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_45.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_45.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_22.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_22.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_12.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_12.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_30.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_30.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_26.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_26.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_19.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_19.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_35.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_35.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_46.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_46.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_56.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_56.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_37.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_37.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_23.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_23.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_20.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_20.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_40.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_40.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_24.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_24.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_10.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_10.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_36.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_36.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_49.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_49.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_44.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_44.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_33.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_33.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
/Game/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_27.uasset,../../../GameXXK/Content/GameXXK/BattleAnimations/IdleSprites/enemy_01_rooster_idle/SPR_enemy_01_rooster_idle_27.uasset,1020,1.0,0.001,其他（蓝图/数据/元数据）,.uasset
